text,value
Asylsökande fick fel färg på muggarna-Hungerstrejk inledd. En hungerstrejk pågår på Bergbygård utanför Norrtälje. Dom asylsökande kräver att två anställda avskedas sedan dom fått fel färg på sina koppar. Enligt ett reportage på P4 upplever några det rasistiskt att dom som färgade tilldelats svarta muggar. Måste ju kännas väldigt kränkande och rasistiskt och ett solklart fall för vår nitiska DO.,0
Lösningen på invandringen. Varför byggs inte ett enormt flyktingläger för att ta emot flyktingar och asylsökande?. I statlig regi naturligtvis med nyanlända som arbetskraft. Lägret ska förses med vatten och mat så de klarar sig. Kostnaderna per flykting är alldeles för höga som det funkar nu.,0
"Ni som nu fått erfara mångkultur i Sverige.. De demografiska förhållandena har förändrats drastiskt i Sverige på kort tid. Det är ett faktum att man nu dagligen möter människor som är främmande för en på många sätt, i svenska städer. För många kanske detta är deras första möte med mångkultur. Trivs ni? Fungerar integrationen?. Om inte, kommer ni att flytta?. Ut på landet, eller utomlands?. Tror ni att de som kommit hit trivs, vilka är era intryck?. Trivs andra/tredje generationens invandrare?.",1
USA: Ensamkommande flyktingbarn gruppvåldtar 14-åring på skola. våldtog en 14-årig elev oralt vaginalt och analt. 18-åringen har redan utvisningsbeslut. Många frågor kring detta fall. Är Rockville Maryland sanctuary city?. Varför får dom leka med 14-åringar? 9th grade at high school är INTE gymnasiet.,0
"Har Sverige kollapsat redan? Har det redan hänt, har Sverige kollapsat? Bevis för att det är så!. - Grova våldsbrott i alla städer dagligen. - Tunga vapen finns i mängder och används. - Kommunstryrelser infiltrerade av invandrade kriminella klaner. - Kommunstyrelser korrumperade av svenskar som skiter i invånarna och skor sig själva. - Bostäder finns inte till alla. - Tiggare i hela landet. - Omfattande bilbränder i hela landet. - Stenkastnig och hot mot blåljuspersonal. - Låneekonomi för att täcka asylkostnader. - Öppen knarkförsäljning i städerna. - Stadsdelar och förorter där polisen in kan/vill/får beträda. - Religiösa regler och lagar i delar av landet. - Flyktingar som ser ned på svenskar och Sverige och säger att de inte bryr sig, för de skall ta över landet. - Defacto förbud mot kritik av ovanstående i MSM. Hade man i början på 90-talet beskrivit Sverige av idag, så hade det uppfattats som en mycket mörk, nästan apocalytisk framtid. Nu är vi där, visst det finns vissa fredade zoner kvar, men hur länge?. Om ovanstående är korrekt och oreversibelt så har Sverige redan kollapsat. Vad gör vi nu? Det är inte meningsfullt att komma dragande med skyll er själva för ni röstade fel. Politiker inom alla partier måste inse vad som hänt, sluta sopa sanningen under mattan och börja agera. - Lever vi i ett samhälle som redan kollapsat?. - Går det att rädda Sverige?.",0
Hur ställer ni invandringskritiska er till att hjälpa era europeiska bröder/systrar? Tydligen krisar europa lite. Hur ställer ni invandringskritiska er till att hjälpa era europeiska bröder/systrar?. Kan/bör vi vara generösare mot dessa ekonomiska flyktingar-våra grannar-än mot MENA-ekonomiska flyktingar?. Eller är det stängda gränser som gäller oavsett?.,0
Ensamkommande flyktingbarn stal Gustav VI Adolf smycken värde 850.000. Tom kungahuset drabbas mångkulturen. Tydligen fanns det en tråd i det här ämnet :. Kungahuset bestulet av ett skäggbarn. Sorry! Kan slänga den här tråden.,0
"Lyxflyktingar får inte hyresrätter, tycker att Täby kommun är rasister. Lyxflyktingarna demonstratera på Täby torg. Täby har inga hyresrätter att ge dem , därav anser lyxflyktingarna är att Täby kommun är rasister. Är Täby Rasister?. Skall verkligen Svenska ungdomar få lägenheter , när lyxflyktingar behöver dem?. Kan man inte skära ner mer i välfärden och höja skatterna så man kan köpa bostadsrätter åt lyxflyktingar?. Skall vi återföra ättestupan, så man kan frigör pengar till dessa lyxflyktingar får allt dom pekar på?. Skall man gasa ihjäl alla Svenskar, så det finns bostäder åt lyxflyktingarna som ockupera vårt land?.",0
"Låt oss analyserade den ""antirasistiska"" retoriken. I min förra trådstart lyfte jag frågan om de invandringsvänligas usla retoriska förmåga och brist på argument. Tråden rullade på någon vecka utan att tesen motbevisades. Det är således dags för del två där jag tänkte att vi sakligt ska analysera och demontera de antirasistiska inläggen i den offentliga debatten. Vad säger dom? Har dom rätt? Varför säger dom det dom säger?. Jag tänkte börja med ett alster signerat Lena Sundström från DN häromdagen:. Det hela handlar om att man väljer att bli främlingsfientlig och att man således i förlängningen kan välja att inte vara det. Hooken i det hela är att dom som väljer den mörka vägen är vita män från skåne (Sverigedemokrater) emedan kvinnor alltsom oftast väljer den goda vägen (inte sverigedemokrater). Hon är ju ingen oäven skribent så hon lyckas hyfsat bra med att dölja dom största konstigheterna i resonemanget för den som bara slentrianläser men låtom oss ta fram luppen och gå in på djupet. Texten börjar med en hyllning till Widerbergs ""kvarteret korpen"" för att liksom ta ett folkligt avstamp i något som många känner igen och inte minst för att få in detta citat i texten:. Det är viktigt att redan från början etablera kopplingen SD-främlingsfientlighet-Nazism i läsarens medvetande. Härnäst postulerar hon lite snabbt att enda anledningen till att man blir främlingsfientlig (läs röstar på SD) är att man känner sig marginaliserad vilket varken är belagt eller ens sannolikt, något som inte hindrar Lena från att ta resonemanget ett steg längre och fråga hur det kan komma sig att vita heterosexuella(?) män i skåne är dom som har det jobbigast:. Vad sexuell läggning har med saken att göra är synnerligen oklart men i den värld som Lena målar upp är heterosexualitet bland män en delmängd i ondskesyndromet. De skyldiga måste avgränsas tydligt så ""vi"" kan ställas mot ""dom"". Härefter vidtar en lång och lite underlig utläggning om hur det ju egentligen är kvinnor som har det jobbigt och, analogt med resonemanget att dom som har det jobbigt blir rasister (röstar på SD) så borde det ju vara kvinnor som blir just rasister. Här blir det dessutom väldigt märkligt. Plötsligt är det inte vanliga vita kränkta män i skåne som Lena visar upp utan banderollmålande, näthatande nazistpsykopater. Vad hände där? Jo, Lena gör ytterligare ett försök att cementera kopplingen mellan att rösta på SD och att vara radikal tokrasist. Det hela avslutas med att vi, återigen, får veta att det är män som är problemet vilket ju förfaller en smula märkligt då huvudbudskapet är att främlingsfientlighet (återigen, en röst på SD) är ett fritt val. Menar Lena att könstillhörighet är något vi väljer?. Diskutera gärna kring denna text men framför allt skulle jag vilja att den som orkar och ids plockar isär så kallade antirasistiska debattinlägg i takt med att dom dyker upp i våra tidningar och etermedia. Twitter, Facebook och annat trams kan vi nog lämna därhän.. Det skulle helt enkelt bli för mycket jobb att hålla ordning på dylika volymer av dynga.",0
Hur länge behöver man ha en låg invandring för att få bort utanförskapsområdena? Hur länge behöver man ha en asyl invandring för att få bort utanförskapsområdena?. För att kunna räkna på det behöver vi förenkla verkligheten rejält. Om man räknar efter de premisserna och utgår från att vi bara skulle ta emot 5000 kvotflyktingar om året och inga andra asylinvandrare. 32 - 49 år om man inte uppmuntrar flyktingar att återvända (se längre ner i tråden).,1
"Icke-nationalistiska invandringskritiker - var är dom? En liten fråga. Varför finns det inga invandringskritiker som inte är ""nationalister""? Varför ser vi inte pragmatiska icke-nationalistiska partier som argumenterar för dom ekonomiska fördelarna som ni pratar om? Dom flesta sk ""realister"" verkar allmänt ha väldigt ""högerinriktade"" åsikter (exkulisve liberalism givetvis). Är det inte så?. Det enda någorlunda seriösa partiet som tar upp den frågan är SD, och dom beskriver sig som nationaldemokrater. Ingen har väl missat deras snarast nazistiska image före -95? Tror ni SD verkligen har förändrats eller använder dom bara mer pragmatiska metoder ... Hur som helst, varför ser jag ett samband mellan främlinsfientlighet/rasism och invadringskritik,. Var är pragmatikerna och ""realisterna"" bland resten?. Hur kan man tolka detta?. En sak som är intressant är att trots att ni (dom flesta) ogillar att bli kallade främlingsfientliga/rasister (ni avfärdar ""pk-snacket""), så använder många av er ""retorik"" som endast kan uppfattas som rasistiskt. Varför är det såhär?.",1
"EU vill öppna för massinvandring. Detta smått absurda budskap raporterades det om på svt2 lite tidigare ikväll, vet  inte vad deras nyhetsprogram heter. Tydligen så är dagens invandring inte massiv i EU:s ögon eftersom de nu, i deras ordalag, vill öppna för massinvandring. Om det vi har idag inte är massinvandring så är nog deras definition av det riktigt skrämmande. Det diskuterades bl a en europeisk motsvaret till green card och startandet av ""arbetsförmedlingar"" till europa i sub-sahariska länder. Tobias Billström intervjuades och tyckte detta var underbart eftersom ""situationen är ohållbar"" och det finns ett sådant akut behov av arbetskraft för att klara av att försörja de äldre. Lägg märke till att Billström är med i samma parti som i valet för ett år sedan hade den svenska massarbetslösheten som huvudfråga. Som grädde på moset så intervjuades Joakim Palme, son till vår älskade fd statsminister, och strödde lovord. Var inte EU till för att skydda oss mot barbarernas inflytande?.",0
"Hur komma tillrätta med invandringens problem? Ett väldigt omfattande ämne varför jag inleder med en förkortad version annars skulle jag kunna sitta hela dagen... Nåväl, here goes nothing!. Flera ekonomer/forskare bl a Jan Ekberg och Bö Södersten bedömmer nettokostnaden för invandringen till 40-60 miljarder/år. Denna siffra är egentligen högre om man tar med kostnader för rättsväsende, kriminalvård, försäkringsbolagens ersättningar, sänkta värden på fastigheter i gettoförorter mm. Detta ackumulerade underskott måste betalas och det är knappast sannolikt att MENA-invandrarna kommer att klara det, ens om de försökte. Invandrares brottsbenägenhet är upp till 4.5ggr högre än svenskens i vissa brottskategorier. I flera fängelser sitter minst 70% invandrare/invandrares barn. Skulle kriminaliteten sjunka utan invandrare?. På sikt kommer också 'det svenska' att urholkas och förbytas mot viss allmän anpassning till MENA-kultur parallellt med vissa MENA-subkulturers totala särbehandling. Det är också allmänt känt att urbefolkningar som konfronteras med främmande krävande kulturer stressas, särskilt som det bedrivs 'krigföring' mot dem, precis som sker i Sverige idag. Göder och föder dagens bidragssystem oönskade subkulturer?. ¤ Hur ska man komma tillrätta med problemen?. ¤ Kan man exempelvis vända flykting- och invandringsströmmen utan att med tvång repatriera någon?. ¤ Är religionsförbud en väg att gå?. ¤ Vad händer om man slopar hemspråksundervisningen?. ¤ Försörjningsstöd/bidrag endast i 2 månader, sedan får man klara sig själv?. EDIT: Att skriva att man ska kasta ut dem håller inte! Det är inte realistiskt att i vårt samhälle agera så. Sådana inlägg får mod vara vänlig och ta bort! Ser fram emot konstruktiva förslag!. mvh genserik.",0
"Grekland reser taggtråd för att bromsa invandring. Greklands regering har tydligen inte samma syn på invandring som den svenska regeringen. Är detta en av alla åtgärder som krävs för att rätta till Greklands usla statsfinanser?. En ganska drastisk åtgärd isåfall, sett med svenska ögon.",1
"Biskopen i Västerås i tårar på SVT-vädjar skärp inte asylpolitiken. Biskop Mikael Mogren i Västerås snyftar ut på SVT inför tisdagens omröstning om en hårdare asylpolitik. På frågan om varför han ska lägga sig i politiska beslut så svarar han ""Det är självklart för mig annars skulle jag inte utföra mitt uppdrag som biskop om jag inte engagerade mig för utsatta människor"". När sedan biskopen talar om konsekvenserna vid ett nej faller han i gråt över att fler gummibåtar kommer att ge sig ut på medelhavet och att det i dom sitter barn. Fattar han inte att ett ja skulle medföra att färre skulle söka sig hit? Och vore det inte bättre att han sparade sina krokodiltårar för alla kristna som förföljs i dom länder som majoriteten asylsökande kommer ifrån?.",0
"Guldregn över skolor med MENA-migranter. Vi har på senare tid till leda hört att de katastrofalt dåliga skolresultaten i skolor med MENA-migranter, skall åtgärdas med kraftigt ökat penningregn över dessa skolor. Är fullkomligt övertygad att detta kommer aldrig göra någon skillnad. En lärare på universitetet sade en gång följande sanna ord:. Har även hört samma påstående från flera andra håll. Det är m.a.o. helt bortkastade pengar tro man kan bilda en massa neger och arabungar!.",0
"Migrationsverket spår fler asylsökanden. Så vad tror ni om denna lilla utmaningen, kommer vi klara av det eller kommer Sveriges välfärd att haverera?.",1
"Vad händer när hundratusentals asylsökande får avslag? Nu vill PK-media ge sken av att alla ""flyktingar"" som flyr från kriget i Turkiet, kriget i Österrike, kriget i Italien osv är så välkomna, så välkomna. Nu är det dock så att väldigt många, i absoluta tal, förmodligen kommer att få avslag på sin ansökan om politisk asyl. Speciellt Merkel-Tyskland har hittills varit ganska restriktivt. Vad kommer myndigheterna i EU-länderna att göra? Ge alla asyl? Låtsas att man utvisar dem, men låta dem stanna kvar som ""papperslösa"" ett tag och sedan ge amnesti? Kommer man att våga besöka möbelvaruhus i framtiden?.",0
Sverige begär flyktinghjälp av EU ! men alltså seriöst. är det inte fel fel fel av Sverige att ha öppna hjärtan och öppna gränser när till och med statsministern ber om hjälp för att klara av flyktingsituationen. men tanke på hur svalt intresset tidigare har varit från andra länder - tror ni att EU nu kommer att skynda till Sveriges undsättning ?.,0
Interracialv fast rasist. Problem? Hur kan det fungera om man tänder på dom av motsatt kön och hudfärg fast man är rasist?. Jag är sån person som alltid sitter och dra rasist skämt på fester och även rent allmänt. Jag är sån som alltid ska vara med om det är bråk med invandrare osv... Men ändå så känner jag en viss sexuell dragning till kvinnorna. Vet inte vad det är som är så mystiskt och spännande med det hela. Jag kan spana in en snygg svart kvinna längre än en riktig svensk 10poängare. Hur är detta möjligt?. Hur kommer polarna reagera om jag hamnar i säng med en svart kvinna? (Dom är mer rasistiska än mig).,0
"Skulle ni låta er dotter vara ihop med invandrare? Jag har en fråga till er rasister än en gång. Skulle ni låta era döttrar vara med invandrare? Eller skulle ni bete er ""hederligt"" mot dem?. För om ni inte skulle låta era döttrar vara med invandrare så är ju ni lika dåliga som invandrarna som inte låter sina döttrar vara med svennar. Vad är då skillnaden mellan ""er"" och ""dom""?.",1
14-åring utvisas till Italien. 14-åringen Sharmaki Abubacars utvisas från Sverige till Italien. Barnet vet inte hur han ska överleva i Italien. Han känner ingen trygghet. Är detta verkligen rätt? Hur kan man skicka ett barn utan föräldrar rakt ut i Europa?. Edit: Glömde ett  ́N`.,1
"Åsa Lindhagen, MP, ljuger om att servicehus inte stängs till förmån för asylsökande. Ytterligare hån från Åsa Lindhagen (MP), socialborgarråd, Stockholms stad. Vad säger ni om denna artikel av Åsa Lindhagen?. Fakta är att:. Servicehus som gjorts om till boende för nyanlända:. Har vänsterextrema Åsa Lindhagen rätt i sin debattartikel, när hon påstår att asylsökande inte ges bostäder från andra grupper?.",0
"Ny invandrings politik med Dom Bruna? Ja, det brukar ju klagas på att med sossarna och co så kommer invandringspolitiken att urarta totalt. Men, det är ju i princip fritt tilltärde. Hur kan det förändras? Det man kan tänka sig är ju att alla får stanna automatiskt, och inte som nu, överklaga 38 gånger - få nej - hålla sig under radarn i några år och sedan få amnesti eller stanna av humanitära skäl. En modell där folk faktiskt FÅR stanna redan från början skulle då vara betydligt billiagere eftersom man slipper all jävla handläggning och advokatkostander. Så, frågan är: Skulle ett regerignsskiftet ́egentlgien innebära någon reell försämrig i detta avseende?.",1
Ungern folkomröstar om invandringen. Ungern vill att folket själv där skall få bestämma om invandringspolitiken och inte EU. Är det något som Sverige borde ta efter? vad tycker ni? Själv tycker jag att dom enskilda länderna själva skall få avgöra sin egen flykting/invandrar politik.,1
"Om Kalifornien ger papperslösa latinos arbetstillstånd får de tre miljarder i skatt. Immigration Kalifornien.
Torsdag 04 februari 2010 10:42.
Nu om Kaliforniens nära 2 miljoner papperslösa spanspråkiga immigranter. En ny amerikansk studie visar nämligen att det skulle vara ekonomiskt mycket lönsamt att ge Kaliforniens alla papperslösa latinos arbetstillstånd. Genom att legalisera alla dem skulle delstaten få ett tillskott på omkring 3 miljarder kronor om året i ökad inkomstskatt och moms.. Hur ser liknande siffror ut för Sverige. Hur många fler miljarder skulle vi få in i skatt om de papperslösa fick lagliga arbetstillstånd?.",1
"Varför skulle någon förneka invandringens förstörelse av sammhället? Det en politiker vill är att tjäna så mycket pengar som möjligt, alltså vill en politiker bli vald. För att bli vald måste man få folket att tycka om ens politik och samhälle. Om invandring nu skulle förstöra landet borde då inte de flesta politiker vara emot invandring? Vad skulle makthavarna tjäna på att förneka invandringens förstörelse av samhället?. Ta en politiker som Reinfeldt, en vit Svensk medborgare och politiker, skulle han införa ett förbud mot invandring och ett förtryck av andra raser än hans egen skulle han personligen bara tjäna på det och folket skulle uppskatta hans initiativ om det gjorde samhället fritt från brott. Varför gör han det då inte?. Kanske av den anledningen att det faktiskt inte är sant. Frågan jag egentligen ställer är: Vad skulle någon vit människa tjäna på att inte förtrycka andra raser?. Då många tydligen tror att så är fallet hoppas jag på att få några vettiga svar, om det finns några.",1
"Integration vs Mångkultur. Alla är väl överens om följande...?. hoppa fram till 19:55. För de med adhd som inte orkar lyssna:. Länderna och gränsdragningarna i Afrika ser ut som de gör pga att kolonialmakterna stred sinsemellan och delade upp Afrika mellan sig utifrån krigslyckan och råvarutillgångarna och inte på grundval av hur och vart de olika ""folkgrupperna"" levde före den vita mannens intåg. Detta har ju gett upphov till oändliga krig och folkmord mellan etniska grupper. I Europa å andra sidan har vi utvecklat ""naturliga"" länder utifrån kultur och etnicitet. Nu har vi fått för oss att vi vill ha ett mångkulturellt Europa... eller rättare sagt vi ville det tills alldeles nyligen. Tyskland proklamerade ju redan förra sommaren att, nu är det slut med ""mångkultur"", och Belgien och flera andra har nu följt efter. Här i Sverige är vi dock för skitnödigt PK för att erkänna att lika barn leka bäst. Vi medger att vi skulle vilja integrera våra invandrare och att vi inte lyckats så bra med det. Varför vågar man då inte också bara säga att vi inte ska ha en massa olika kulturer trampa varandra på tårna i detta lilla land?. Att integrera invandrare i den svenska kulturen innebär väl att vi INTE vill ha en massa subkulturer?.",0
"Var i Sverige ska man turista om man vill slippa invandare? Alla vill inte åka utomlands på semester vi har ett vackert land med lagom sol och värme. Men som rubriken lyder var ska man ta vägen?. Campingarna städas kanske efter vinterns invasion men många campingstugor kommer att fortsatt vara belägrade. För att inte tala om hotellen, har löss och kackerlackor städats ut. Kan man lite på det så man slipper få med sig hem ohyran. Geografisk känns det som att det finns förläggningar precis överallt, ingen region är skonad. Tycker mig se att Huvudstadssemester skulle funka ganska bara i år, Stockholm kanske Göteborg. Invandrare finns men de är inte nyanlända och hotellen är inte uthyrda till flyktingindustrin. Gotland verkar kört det får bli Åland, i övrigt är landsbygden överfull. Kan tänka mig en vildmarks semester i år. Under en paddeltur längs Klarälven borde man slippa dem. Fjällvandring med eget tält måste garanterat vara invandringsfritt man får stå ut med myggen. Tanken med tråden är att ge tipps om vart man ska åka och vad man ska undvika.",0
Bostadsministern kräver att kommuner ger invandrare gränslös förtur till bostäder. Hur kommer detta att påverka allmänhetens syn på invandringen när politiker tvingar kommuner att låta migranter bo längre än den tid som är sagt som är max två år? Här tvingar bostadsministern kommunerna att frångå dom kraven regeringen satt på kommunerna nämligen att max två år gällde. Hur kan ett litet marxistiskt parti ha sån makt på kommunerna?  Hur tror dom att acceptansen ökar till den invandringspolitik dom för när dom kör över kommuninvånarna?.,1
"Mystiken kring socialdemokraternas invandringspolitik tätnar. Mystiken kring socialdemokraternas invandringspolitik tätnar. Högern bedriver ju som bekant massinvandringspolitik för att hålla arbetslöshet uppe, splittra arbetarklassen i etniska och religiösa konflikter och slå sönder det klassiska svenska välfärdssamhället innefrån. V och Mp bedriver massinvandringspolitik för att de vill vara snällast i världen och är för naiva för att vilja se en kommande social katastrof. Jag har länge funderat på varför ett tidigare så pragmatiskt stabilt och ansvarstagande parti som S bedriver massinvandring, men inte kunnat komma på svaret. Än märkligare blir det det i det här youtube-klippet. (8:54) när Kajsa Borgnäs (ansvarig för idédebatten i sossarnas framtidskommision) faktkskt avslöjar att sossarna har hajjat att det är svårare att bedriva välfärdspolitik i samhällen med multikulti.  ""I mångkulturella länder, det är svårare att bygga generella välfärdssystem där"". Eftersom sossarna inte har ändrat politik i invandringsfrågan efter att de drog den här slutsatsen för ca ett år sedan, får man väl konstatera att multikulti är viktigare än välfärd för sossarna. Utförsbacken från 25% lär fortsätta...",0
"Nytt lagförslag: Flyktingbarn får stanna om de studerar på gymnasiet. Regeringen har nu kommit fram till en lagändring som gör det möjligt för så kallande ""ensamkommande flyktingbarn"", som riskerar utvisning den dagen de enligt påstådd ålder fyller 18 år, att få stanna i Sverige om de studerar på gymnasiet. Det är populärt bland ""flyktingbarnen"" som egentligen är vuxna män, att gå på skolor där de fritt kan våldta svenska tjejer utan riskera värre straff än några timmars samhällstjänst. Vad man har för sysselsättning kan väl knappast vara en relevant orsak till om man ska få uppehållstillstånd eller inte? Eller vad tror ni är det bara ett sätt för regimen att hitta på anledningar till att öka invandringen ännu mer? Tänk på att ""ensamkommande flyktingbarn"" redan ljuger om sin ålder och är ofta 10 år äldre än vad det står på pappret. Regimen förbjuder ju någon att ifrågasätta uppgifter om deras påstådda identitet och påstått födelsedatum.",0
"Tolerant person börjar tappa tålamodet och förtroendet, någon mer? Jag räknar mig som en tolerant person angående flyktingar och invandrare. Jag har vänner och jag bryr mig inte var de kommer ifrån, eller vilken religion de tillhör. MEN nu får det vara nog ifrån våra politiker och de som styr vårat samhälle. Visst ska vi ta hit folk om de behöver hjälp men hur fan kan det vara möjligt att dela ut så in i helvete mycket pengar till höger och vänster. SJ låter flyktingar åka gratis. Ensamkommande flyktingar på 17 år, kan ge upp till 5000:- av våra pengar till de som tar hand om dessa, VARFÖR DÅ??? Det blir 150 000 i månaden. Själv klarar jag mig på 15 000 i månaden. Jag vet att FNs barnkonvention säger att alla upp till 18 år är barn, men det är ett jävligt trubbigt verktyg då vissa 17 åringar räknas som VUXNA i deras hemkulturer, och räknas man som vuxen så betraktar man sig själv som sådan, och så ska de sedan försöka lägga upp en slags fasad av att vara ett barn sedan, nej, jag köper inte det. Välkomna hit till de som flyr, på riktigt. Men politiker och alla andra, för i helvete, LÄGG AV!!! Kasta inte ut alla pengar på denna situation, det leder bara till två saker: 1. folk som jag som räknades som tolerant börjar bli intolerant och så smått rasistisk. och 2. folk tappar förtroendet för makthavarna som gör av med pengarna så in i helvete lättvindligt.",0
"Invandringen - Sverige vs. Finland. Sverige: 1 384 100. Norge: 568 300. Danmark: 517 200. Finland: 243 200. Sverige: 901 100. Danmark: 356 400. Norge: 332 100. Finland: 156 900. Schweiz: 24,7. Sverige: 14,7. Tyskland: 12,0. Irland: 12,4. Norge: 11,6. Nederländerna: 11,2. Danmark: 9,3. Finland: 4,5. Källa:. Sverige: 73 941. Danmark: 28 576. Norge: 26 670. Finland: 19 210. Källa:. Finland är som Sverige i början av 90-talet. Allt funkar lite bättre. Vad tycker ni om Sveriges och Norges ödestimmar? Ska islam vinna?.",0
"Varför vill politiskt korrekta & mångkulturister ha en så strikt invandringspolitik? Många politiskt korrekta, samt många mångkulturister och antirasister, lever till stor del i en illusion. En illusion om att de är så goda och att deras politik leder till att de hjälper folk. Och att man är ond om man är emot deras politik. Är man emot deras politik så är man emot att människor i nöd får hjälp. Ja, enligt många så är man en kallhamrad och ondskefull människa som inte bryr sig om andra människors lidanden. Partier som SD får ofta hård kritik för att de vill stänga gränserna osv. Det anses vara cyniskt och ondskefullt eftersom folk i nöd inte då kan få en fristad. Ja, så brukar det låta i debatten. Låt oss nu se på verkligheten, som berättas på ett bra sätt av Anna Dahlberg (på Expressen):. Ledaren i Expressen är bra, så ni bör läsa hela artikeln. Många i Sverige berömmer sig själva för att Sverige är så generösa och hjälper några tusen syrier att få en fristad i Sverige. Men antal hjälpbehövande, som är i samma sits eller i en mycket värre sits, är ca 2 miljoner (enligt artikeln). Och vi hjälper enbart några tusen av dem (eller 14 700 personer på 1,5 år för att vara exakt enligt. Samma argument som används mot SD kan lika väl användas mot de politiskt korrekta, mångkulturister och antirasister som inte vill ändra på denna situation. Det finns faktiskt många principiella likheter. Precis som SD så vill de ha en väldigt strikt invandringspolitik. Strikt såtillvida att de endast vill hjälpa en väldigt liten bråkdel av de som är i nöd och de vill inte ge dem en legal möjlighet att ta sig till Sverige. De vill hänvisa dessa stackars satar till kriminella ligor, så att de måste punga ut tiotusentals kronor för att komma hit. Varför ger inte Sverige syrier visum vid Sveriges ambassader i regionen? Varför skickar inte Sverige flygplan till regionen och flyger hit de skyddsbehövande? Varför får endast personer som betalar tiotusentals kronor till kriminella flyktingsmugglare uppehållstillstånd i Sverige (flyktingsmugglare som dessutom kastas i fängelse så fort de ertappas)?. Varför vill inte politiskt korrekta, mångkulturister och antirasister hjälpa dessa människor?.",1
"3-åring sprängde ihjäl sig med handgranat - ISIS-familjen tillbaka i Sverige. Ett treårigt barn ska ha råkat spränga sig själv när han lekte med en handgranat i Syrien. Som rättrogna hade familjen självklart vapen, kalasjnikovs och handgranater, i sitt hem. Nu har jihadist-familjen tröttnat på Syrien och åkt hem till Sverige, enligt SVT Nyheter Väst.",0
"SVT hänger ut hyresvärd som rasist-föredrar svenska hyresgäster. För att få hyra lägenhet hos den privata hyresvärden Curt Lundahl i Göteborg krävs att den sökande fyller i nationalitet och hur länge man bott i Sverige. När SVT ringer upp och begär en intresseanmälan på bruten svenska så får man ingen ens tillskickad. Men när man ringer upp och presenterar sig som ""Hanna"" och pratar ren svenska är det inga problem. Huset kallas av grannarna för ""Svenneberget"" eller ""Svenneringen"" då det nästan uteslutande bor svenskar i huset i det för övrigt invandrartäta Bergsjön. Men har inte en privatvärd rätt att gallra ut folk utan referenser som troligen går på socialbidrag eller liknande? Ser man sedan på Bergsjön i stort finns det många avskräckande exempel på hur boendemiljön är i det närmaste en katastrof i många hus i området.",0
"Kan inte äta själv - pga Magdalena Andersson. Arne Ivarsson med många fler får avslag på fler assistanstimmar. Uppenbarligen kommer Arne dö om han inte får hjälp men det skiter väl Magdalena Andersson i. Anledningen står ganska klart i artikeln:. Nu vill regeringen stävja de skenande kostnaderna. Finansminister Magdalena Andersson meddelade i oktober att flera myndigheter måste skära ned för att bekosta flyktingmottagandet.. Unvis(för att ej stödja aftonbladet). Har inte Arne rätt enligt massor av konventioner och lagar att få hjälp?. Jag tycker det är viktigt att belysa alla er som röstar för detta, i hur ni och er familj och vänner kommer drabbas av detta om ni blir sjuka.",0
Studie: Svenskarnas attityd till invandring försämras snabbast. Frågor : Varför ökar det mer i Sverige än i t.ex Frankrike som har sett extremt många fler islamistiska terrordåd i sitt land än i Sverige?. Innebär denna ökning i att fler har en negativ syn på invandring att fler Svenskar bli nationalister och vill rädda sitt land eller är det enbart pga att dom inte vill se och lukta på massa neger stank när dom är och går på stan?. Dumma frågor jag vet. Men alltid roligt att bara starta en diskussion!.,0
"Beror en stor del av brotten som begås av invandrare p.g.a. avundsjuka? Då o då (eller ganska ofta) läser man t.ex. sånt här:. Tror ni att en stor del av brotten som begås av invandrare mot svenskar beror på avundsjuka? Medelsvensken har god hälsa, gott ekonomiskt ställt, ett gott förhållande, ett bra jobb, trivsamt boende, m.m. De som ""flyr"" hit, tänker mest på MENA-invandrare, längtar efter att få leva den svenska drömmen. Men så när de kommer hit, så visar det sig att de inte får ett bra jobb, en svensk tjej, trivsamt boende. De överöses med bidrag, men det är de inte nöjda med. De proppas in på nått asylboende o klagar på allt som går att klaga på. Så börjar de med sin brottslighet, de stjäl från oss, våldtar, misshandlar, m.m. när de inser att de blivit 2:a klassens invånare som egentligen ingen vill ha att göra med. Möjligen nån batikhäxa från #vistårinteut. Jag tror en stor del beror på avundsjuka. Tillsammans med deras våldsamma kultur!.",0
"Synsätt på Sveriges bidragssystem utomlands? Ja hur ser det ut? Vi vet att många ""flyktingar"" söker sig till Sverige. Man kan åka över halva jordklotet för att försöka få uppehållstillstånd i detta landet pga de enormt välvilliga(?) bidrag som finns att tillgå. Hur ser man på detta utomlands? Både av ""asylsökande"" och debattörer?. Stämmer bilden:. Jag har inga källor, men det känns som detta är en stor industri med avseende på ""resebyråer"" som har Sverige som destination, och svenska skattebetalare som står för slutnotan. Livet ut.",0
